size,condition,trial,subject,correct,RT
1,hard,27,2,1,228.511
1,hard,27,3,1,373.143
1,hard,27,4,1,213.316
1,hard,27,5,0,407.337
1,hard,27,6,0,413.938
1,hard,27,7,0,677.454
1,hard,27,8,0,404.122
1,hard,27,9,0,835.675
1,hard,27,10,0,353.123
1,hard,28,1,0,761.987
1,hard,28,2,0,270.373
1,hard,28,3,0,471.42
1,hard,28,4,1,219.707
1,hard,28,5,1,266.379
1,hard,28,6,0,352.351
1,hard,28,7,0,701.047
1,hard,28,8,0,403.667
1,hard,28,9,1,693.965
1,hard,28,10,1,335.805
1,hard,29,1,1,591.681
1,hard,29,2,0,302.384
1,hard,29,3,1,391.732
1,hard,29,4,1,291.215
1,hard,29,5,0,341.8
1,hard,29,6,0,391.109
1,hard,29,7,0,622.28
1,hard,29,8,0,384.309
1,hard,29,9,1,843.75
1,hard,29,10,0,437.747
1,hard,30,1,1,622.342
1,hard,30,2,0,272.074
1,hard,30,3,0,361.991
1,hard,30,4,0,257.214
1,hard,30,5,0,333.606
1,hard,30,6,1,404.068
1,hard,30,7,1,577.313
1,hard,30,8,0,397.224
1,hard,30,9,1,713.367
1,hard,30,10,1,312.85
1,hard,31,1,1,588.886
1,hard,31,2,0,290.314
1,hard,31,3,0,436.599
1,hard,31,4,1,242.039
1,hard,31,5,0,412.948
1,hard,31,6,0,419.575
1,hard,31,7,1,676.575
1,hard,31,8,0,392.493
1,hard,31,9,0,942.561
1,hard,31,10,1,338.12
1,hard,32,1,1,746.934
1,hard,32,2,0,245.011
1,hard,32,3,1,291.79
1,hard,32,4,1,240.455
1,hard,32,5,0,433.508
1,hard,32,6,0,409.792
1,hard,32,7,1,654.395
1,hard,32,8,0,432.967
1,hard,32,9,1,869.871
1,hard,32,10,1,280.474
1,hard,33,1,1,598.55
1,hard,33,2,1,214.84
1,hard,33,3,1,330.665
1,hard,33,4,0,298.352
1,hard,33,5,1,275.229
1,hard,33,6,0,518.605
1,hard,33,7,0,724.51
1,hard,33,8,0,426.743
1,hard,33,9,1,798.273
1,hard,33,10,1,351.59
1,hard,34,1,1,636.432
1,hard,34,2,0,285.26
1,hard,34,3,0,447.417
1,hard,34,4,1,218.188
1,hard,34,5,0,392.187
1,hard,34,6,0,520.004
1,hard,34,7,0,718.919
1,hard,34,8,0,347.839
1,hard,34,9,1,890.861
1,hard,34,10,1,372.208
1,hard,35,1,1,661.826
1,hard,35,2,0,249.219
1,hard,35,3,0,465.319
1,hard,35,4,0,237.277
1,hard,35,5,1,381.156
1,hard,35,6,0,466.546
1,hard,35,7,0,607.545
1,hard,35,8,0,416.617
1,hard,35,9,1,748.439
1,hard,35,10,0,464.414
1,hard,36,1,1,612.368
1,hard,36,2,0,314.63
1,hard,36,3,1,319.701
1,hard,36,4,0,333.786
1,hard,36,5,1,316.159
1,hard,36,6,0,447.966
1,hard,36,7,1,499.686
1,hard,36,8,0,388.427
1,hard,36,9,1,749.101
1,hard,36,10,0,491.414
1,hard,37,1,1,622.492
1,hard,37,2,0,243.29
1,hard,37,3,0,435.063
1,hard,37,4,0,273.372
1,hard,37,5,1,321.696
1,hard,37,6,0,470.249
1,hard,37,7,1,630.541
1,hard,37,8,0,297.282
1,hard,37,9,0,1021.041
1,hard,37,10,1,353.247
1,hard,38,1,0,861.719
1,hard,38,2,0,297.288
1,hard,38,3,1,307.756
1,hard,38,4,1,241.345
1,hard,38,5,0,398.972
1,hard,38,6,0,383.991
1,hard,38,7,1,746.332
1,hard,38,8,0,371.594
1,hard,38,9,1,712.118
1,hard,38,10,0,402.319
1,hard,39,1,1,665.605
1,hard,39,2,0,301.077
1,hard,39,3,1,315.051
1,hard,39,4,1,236.546
1,hard,39,5,1,339.258
1,hard,39,6,0,413.479
1,hard,39,7,1,646.843
1,hard,39,8,1,285.382
1,hard,39,9,1,787.146
1,hard,39,10,0,462.409
1,hard,40,1,1,617.383
1,hard,40,2,0,296.064
1,hard,40,3,0,391.071
1,hard,40,4,0,281.144
1,hard,40,5,1,342.527
1,hard,40,6,0,494.39
1,hard,40,7,1,621.638
1,hard,40,8,0,425.523
1,hard,40,9,1,832.201
1,hard,40,10,0,420.358
1,hard,41,1,1,631.306
1,hard,41,2,0,297.098
1,hard,41,3,1,319.591
1,hard,41,4,1,283.579
1,hard,41,5,1,304.288
1,hard,41,6,1,381.736
1,hard,41,7,0,894.25
1,hard,41,8,1,320.841
1,hard,41,9,1,815.913
1,hard,41,10,1,363.911
1,hard,42,1,1,676.988
1,hard,42,2,0,243.916
1,hard,42,3,1,312.001
1,hard,42,4,1,225.642
1,hard,42,5,0,392.515
1,hard,42,6,0,466.654
1,hard,42,7,1,665.99
1,hard,42,8,0,285.17
1,hard,42,9,1,810.581
1,hard,42,10,1,414.419
1,hard,43,1,1,635.222
1,hard,43,2,0,293.961
1,hard,43,3,0,494.786
1,hard,43,4,1,225.43
1,hard,43,5,0,429.209
1,hard,43,6,0,438.895
1,hard,43,7,0,852.25
1,hard,43,8,0,427.656
1,hard,43,9,0,908.852
1,hard,43,10,0,455.396
1,hard,44,1,1,690.916
1,hard,44,2,0,231.752
1,hard,44,3,1,350.285
1,hard,44,4,0,349.859
1,hard,44,5,1,369.512
1,hard,44,6,0,415.065
1,hard,44,7,1,572.628
1,hard,44,8,0,383.014
1,hard,44,9,0,970.48
1,hard,44,10,0,377.978
1,hard,45,1,1,700.189
1,hard,45,2,0,257.106
1,hard,45,3,1,331.892
1,hard,45,4,1,229.801
1,hard,45,5,1,299.226
1,hard,45,6,0,458.004
1,hard,45,7,1,564.378
1,hard,45,8,0,440.506
1,hard,45,9,1,788.593
1,hard,45,10,1,379.859
1,hard,46,1,1,653.818
1,hard,46,2,1,219.841
1,hard,46,3,0,488.202
1,hard,46,4,0,361.824
1,hard,46,5,1,335.249
1,hard,46,6,0,411.149
1,hard,46,7,0,683.261
1,hard,46,8,0,319.742
1,hard,46,9,0,948.882
1,hard,46,10,0,431.034
1,hard,47,1,1,510.713
1,hard,47,2,0,262.92
1,hard,47,3,1,330.885
1,hard,47,4,1,279.594
1,hard,47,5,1,309.085
1,hard,47,6,0,527.654
1,hard,47,7,1,571.777
1,hard,47,8,0,474.599
1,hard,47,9,1,670.079
1,hard,47,10,1,403.68
1,hard,48,1,1,705.765
1,hard,48,2,0,276.482
1,hard,48,3,1,301.298
1,hard,48,4,1,288.954
1,hard,48,5,1,288.334
1,hard,48,6,0,390.011
1,hard,48,7,1,788.9
1,hard,48,8,0,400.378
1,hard,48,9,1,847.254
1,hard,48,10,1,351.569
1,hard,49,1,1,771.863
1,hard,49,2,0,267.067
1,hard,49,3,0,479.663
1,hard,49,4,1,250.685
1,hard,49,5,1,293.003
1,hard,49,6,0,514.028
1,hard,49,7,1,642.965
1,hard,49,8,0,451.562
1,hard,49,9,1,700.84
1,hard,49,10,1,332.43
1,hard,50,1,1,562.152
1,hard,50,2,0,298.442
1,hard,50,3,0,447.499
1,hard,50,4,1,255.342
1,hard,50,5,1,329.709
1,hard,50,6,0,413.513
1,hard,50,7,1,730.205
1,hard,50,8,0,358.04
1,hard,50,9,0,847.096
1,hard,50,10,1,304.408
1,hard,51,1,1,739.368
1,hard,51,2,0,275.834
1,hard,51,3,1,324.615
1,hard,51,4,0,276.525
1,hard,51,5,1,368.685
1,hard,51,6,0,494.909
1,hard,51,7,1,672.636
1,hard,51,8,0,312.903
1,hard,51,9,1,952.87
1,hard,51,10,0,441.234
1,hard,52,1,1,615.627
1,hard,52,2,0,248.71
1,hard,52,3,1,322.935
1,hard,52,4,1,284.54
1,hard,52,5,0,403.505
1,hard,52,6,0,435.429
1,hard,52,7,1,625.564
1,hard,52,8,0,394.242
1,hard,52,9,1,660.316
1,hard,52,10,1,370.431
1,hard,53,1,1,585.681
1,hard,53,2,0,282.127
1,hard,53,3,1,368.801
1,hard,53,4,0,260.872
1,hard,53,5,1,316.263
1,hard,53,6,0,412.371
1,hard,53,7,0,665.923
1,hard,53,8,0,424.869
1,hard,53,9,1,676.198
1,hard,53,10,0,457.294
1,hard,54,1,1,661.511
1,hard,54,2,1,210.526
1,hard,54,3,1,333.725
1,hard,54,4,0,287.739
1,hard,54,5,0,381.856
1,hard,54,6,1,415.017
1,hard,54,7,1,549.024
1,hard,54,8,0,399.811
1,hard,54,9,1,818.18
1,hard,54,10,1,316.139
1,hard,55,1,1,612.016
1,hard,55,2,0,275.085
1,hard,55,3,1,358.717
1,hard,55,4,0,249.735
1,hard,55,5,1,303.417
1,hard,55,6,1,352.278
1,hard,55,7,1,611.306
1,hard,55,8,0,334.546
1,hard,55,9,0,1095.104
1,hard,55,10,0,380.052
1,hard,56,1,0,820.203
1,hard,56,2,0,355.332
1,hard,56,3,0,377.737
1,hard,56,4,1,261.217
1,hard,56,5,1,347.979
1,hard,56,6,1,360.326
1,hard,56,7,0,618.65
1,hard,56,8,0,373.361
1,hard,56,9,0,850.717
1,hard,56,10,0,441.95
1,hard,57,1,1,597.225
1,hard,57,2,0,285.654
1,hard,57,3,0,362.915
1,hard,57,4,0,246.443
1,hard,57,5,0,397.4
1,hard,57,6,1,378.649
1,hard,57,7,1,576.606
1,hard,57,8,0,498.281
1,hard,57,9,1,855.819
1,hard,57,10,1,392.16
1,hard,58,1,1,610.685
1,hard,58,2,0,287.48
1,hard,58,3,0,460.091
1,hard,58,4,0,285.568
1,hard,58,5,1,345.233
1,hard,58,6,0,493.715
1,hard,58,7,1,614.168
1,hard,58,8,0,374.533
1,hard,58,9,1,721.091
1,hard,58,10,0,412.604
1,hard,59,1,1,642.142
1,hard,59,2,0,249.695
1,hard,59,3,1,329.81
1,hard,59,4,0,271.701
1,hard,59,5,1,319.665
1,hard,59,6,0,448.995
1,hard,59,7,0,833.031
1,hard,59,8,0,375.863
1,hard,59,9,1,682.433
1,hard,59,10,0,454.969
1,hard,60,1,0,751.463
1,hard,60,2,0,311.426
1,hard,60,3,0,421.733
1,hard,60,4,1,224.174
1,hard,60,5,1,387.738
1,hard,60,6,0,436.839
1,hard,60,7,0,757.178
1,hard,60,8,0,376.974
1,hard,60,9,1,818.329
1,hard,60,10,0,474.518
1,hard,61,1,1,628.827
1,hard,61,2,0,310.046
1,hard,61,3,1,292.559
1,hard,61,4,1,285.245
1,hard,61,5,1,294.424
1,hard,61,6,1,339.132
1,hard,61,7,1,662.377
1,hard,61,8,0,385.888
1,hard,61,9,1,781.089
1,hard,61,10,1,348.328
1,hard,62,1,1,597.95
1,hard,62,2,0,261.527
1,hard,62,3,0,386.938
1,hard,62,4,0,322.323
1,hard,62,5,1,299.799
1,hard,62,6,0,399.276
1,hard,62,7,1,560.965
1,hard,62,8,0,433.567
1,hard,62,9,1,728.919
1,hard,62,10,1,295.655
1,hard,63,1,1,532.982
1,hard,63,2,1,232.164
1,hard,63,3,1,343.375
1,hard,63,4,0,269.788
1,hard,63,5,1,299.896
1,hard,63,6,1,411.969
1,hard,63,7,1,588.712
1,hard,63,8,0,457.174
1,hard,63,9,1,855.098
1,hard,63,10,1,323.038
1,hard,64,1,1,669.971
1,hard,64,2,0,252.81
1,hard,64,3,0,445.244
1,hard,64,4,1,220.022
1,hard,64,5,1,322.539
1,hard,64,6,0,390.59
1,hard,64,7,1,620.746
1,hard,64,8,0,334.343
1,hard,64,9,1,816.428
1,hard,64,10,1,309.335
1,hard,65,1,1,586.137
1,hard,65,2,0,252.935
1,hard,65,3,0,368.469
1,hard,65,4,0,336.028
1,hard,65,5,1,277.417
1,hard,65,6,1,379.84
1,hard,65,7,1,628.088
1,hard,65,8,0,318.119
1,hard,65,9,1,788.046
1,hard,65,10,0,413.995
1,hard,66,1,1,720.744
1,hard,66,2,0,255.472
1,hard,66,3,1,400.623
1,hard,66,4,1,245.118
1,hard,66,5,1,382.689
1,hard,66,6,0,445.307
1,hard,66,7,1,704.055
1,hard,66,8,0,381.187
1,hard,66,9,1,829.088
1,hard,66,10,0,446.097
1,hard,67,1,1,623.75
1,hard,67,2,0,287.412
1,hard,67,3,1,336.085
1,hard,67,4,1,240.692
1,hard,67,5,0,413.056
1,hard,67,6,0,413.926
1,hard,67,7,0,765.871
1,hard,67,8,0,438.3
1,hard,67,9,1,817.165
1,hard,67,10,0,481.484
1,hard,68,1,0,758.365
1,hard,68,2,1,223.134
1,hard,68,3,0,407.249
1,hard,68,4,1,271.373
1,hard,68,5,1,362.647
1,hard,68,6,0,428.165
1,hard,68,7,1,686.524
1,hard,68,8,0,332.907
1,hard,68,9,0,846.565
1,hard,68,10,1,344.301
1,hard,69,1,0,749.236
1,hard,69,2,0,258.446
1,hard,69,3,1,412.008
1,hard,69,4,1,231.431
1,hard,69,5,0,416.826
1,hard,69,6,0,465.818
1,hard,69,7,1,742.911
1,hard,69,8,0,404.342
1,hard,69,9,1,807.316
1,hard,69,10,0,462.524
1,hard,70,1,1,703.843
1,hard,70,2,1,232.252
1,hard,70,3,0,466.157
1,hard,70,4,0,342.42
1,hard,70,5,0,363.996
1,hard,70,6,0,419.108
1,hard,70,7,1,586.981
1,hard,70,8,0,394.746
1,hard,70,9,0,1014.601
1,hard,70,10,1,361.428
1,hard,71,1,1,705.562
1,hard,71,2,0,285.96
1,hard,71,3,1,279.481
1,hard,71,4,0,317.2
1,hard,71,5,1,294.391
1,hard,71,6,0,515.056
1,hard,71,7,0,795.669
1,hard,71,8,1,310.625
1,hard,71,9,1,810.672
1,hard,71,10,1,302.17
1,hard,72,1,1,778.118
1,hard,72,2,0,242.792
1,hard,72,3,0,387.442
1,hard,72,4,0,302.116
1,hard,72,5,1,324.107
1,hard,72,6,0,407.887
1,hard,72,7,1,618.292
1,hard,72,8,1,278.283
1,hard,72,9,0,821.17
1,hard,72,10,0,401.508
1,hard,73,1,1,605.308
1,hard,73,2,1,238.909
1,hard,73,3,0,467.444
1,hard,73,4,0,271.967
1,hard,73,5,0,406.75
1,hard,73,6,0,420.656
1,hard,73,7,0,825.764
1,hard,73,8,0,391.339
1,hard,73,9,0,994.88
1,hard,73,10,0,397.134
1,hard,74,1,1,647.842
1,hard,74,2,0,275.714
1,hard,74,3,1,350.17
1,hard,74,4,1,296.711
1,hard,74,5,1,304.506
1,hard,74,6,0,439.878
1,hard,74,7,1,727.659
1,hard,74,8,0,489.973
1,hard,74,9,1,838.878
1,hard,74,10,0,393.463
1,hard,75,1,1,632.511
1,hard,75,2,0,245.028
1,hard,75,3,0,354.744
1,hard,75,4,0,310.567
1,hard,75,5,1,346.802
1,hard,75,6,1,338.28
1,hard,75,7,1,614.128
1,hard,75,8,0,321.867
1,hard,75,9,1,946.967
1,hard,75,10,0,395.794
1,hard,76,1,1,716.684
1,hard,76,2,1,250.607
1,hard,76,3,1,330.9
1,hard,76,4,1,251.703
1,hard,76,5,1,316.319
1,hard,76,6,0,401.324
1,hard,76,7,1,682.377
1,hard,76,8,0,430.269
1,hard,76,9,1,625.576
1,hard,76,10,1,378.25
1,hard,77,1,1,669.889
1,hard,77,2,0,248.375
1,hard,77,3,0,457.421
1,hard,77,4,1,260.824
1,hard,77,5,1,285.704
1,hard,77,6,1,383.081
1,hard,77,7,1,749.464
1,hard,77,8,0,416.72
1,hard,77,9,0,946.121
1,hard,77,10,1,381.99
1,hard,78,1,0,875.302
1,hard,78,2,0,252.288
1,hard,78,3,0,401.805
1,hard,78,4,1,280.5
1,hard,78,5,1,312.816
1,hard,78,6,1,391.727
1,hard,78,7,1,648.669
1,hard,78,8,0,402.626
1,hard,78,9,1,772.347
1,hard,78,10,0,398.119
1,hard,79,1,1,650.779
1,hard,79,2,0,274.416
1,hard,79,3,1,333.976
1,hard,79,4,1,239.778
1,hard,79,5,1,335.639
1,hard,79,6,0,437.906
1,hard,79,7,1,624.549
1,hard,79,8,0,394.428
1,hard,79,9,1,747.749
1,hard,79,10,0,445.701
1,hard,80,1,1,533.347
1,hard,80,2,0,240.536
1,hard,80,3,1,402.254
1,hard,80,4,1,225.796
1,hard,80,5,0,373.094
1,hard,80,6,0,500.657
1,hard,80,7,1,579.64
1,hard,80,8,0,311.238
1,hard,80,9,1,815.432
1,hard,80,10,0,413.829
1,hard,81,1,0,842.881
1,hard,81,2,0,272.023
1,hard,81,3,1,369.671
1,hard,81,4,1,236.329
1,hard,81,5,1,351.687
1,hard,81,6,1,341.017
1,hard,81,7,0,659.925
1,hard,81,8,0,411.953
1,hard,81,9,0,957.094
1,hard,81,10,1,339.584
1,hard,82,1,1,664.771
1,hard,82,2,0,292.405
1,hard,82,3,1,360.741
1,hard,82,4,1,260.62
1,hard,82,5,0,403.074
1,hard,82,6,0,490.048
1,hard,82,7,1,535.104
1,hard,82,8,0,367.661
1,hard,82,9,1,654.423
1,hard,82,10,0,442.54
1,hard,83,1,1,594.341
1,hard,83,2,0,355.251
1,hard,83,3,1,337.063
1,hard,83,4,0,264.802
1,hard,83,5,1,328.153
1,hard,83,6,0,445.979
1,hard,83,7,1,586.61
1,hard,83,8,0,376.004
1,hard,83,9,1,855.387
1,hard,83,10,1,366.646
1,hard,84,1,0,720.379
1,hard,84,2,0,319.16
1,hard,84,3,1,296.906
1,hard,84,4,0,332.255
1,hard,84,5,1,316.856
1,hard,84,6,0,438.383
1,hard,84,7,0,921.816
1,hard,84,8,0,392.789
1,hard,84,9,1,838.728
1,hard,84,10,0,410.625
1,hard,85,1,1,652.603
1,hard,85,2,0,286.685
1,hard,85,3,0,374.789
1,hard,85,4,0,319.48
1,hard,85,5,0,399.163
1,hard,85,6,0,416.698
1,hard,85,7,1,835.576
1,hard,85,8,0,360.379
1,hard,85,9,0,912.127
1,hard,85,10,1,341.981
1,hard,86,1,1,661.652
1,hard,86,2,0,261.125
1,hard,86,3,1,358.784
1,hard,86,4,0,338.744
1,hard,86,5,1,380.747
1,hard,86,6,0,446.325
1,hard,86,7,1,525.695
1,hard,86,8,0,359.495
1,hard,86,9,1,672.153
1,hard,86,10,0,405.815
1,hard,87,1,1,679.398
1,hard,87,2,0,358.287
1,hard,87,3,1,325.722
1,hard,87,4,1,210.851
1,hard,87,5,1,264.007
1,hard,87,6,0,421.268
1,hard,87,7,1,568.289
1,hard,87,8,0,368.272
1,hard,87,9,1,765.438
1,hard,87,10,0,429.122
1,hard,88,1,1,546.163
1,hard,88,2,0,275.378
1,hard,88,3,0,392.945
1,hard,88,4,1,241.33
1,hard,88,5,0,359.91
1,hard,88,6,0,455.98
1,hard,88,7,1,691.137
1,hard,88,8,1,366.013
1,hard,88,9,1,693.199
1,hard,88,10,1,345.713
1,hard,89,1,1,532.279
1,hard,89,2,0,253.147
1,hard,89,3,0,378.218
1,hard,89,4,1,278.632
1,hard,89,5,1,330.744
1,hard,89,6,0,474.614
1,hard,89,7,1,618.27
1,hard,89,8,0,363.086
1,hard,89,9,1,752.351
1,hard,89,10,1,344.591
1,hard,90,1,1,658.352
1,hard,90,2,0,287.859
1,hard,90,3,1,342.977
1,hard,90,4,0,296.486
1,hard,90,5,1,278.03
1,hard,90,6,0,453.394
1,hard,90,7,0,878.222
1,hard,90,8,0,382.795
1,hard,90,9,1,798.633
1,hard,90,10,1,307.462
1,hard,91,1,1,582.432
1,hard,91,2,1,220.075
1,hard,91,3,1,336.054
1,hard,91,4,0,274.885
1,hard,91,5,1,378.21
1,hard,91,6,0,438.467
1,hard,91,7,1,584.272
1,hard,91,8,0,477.646
1,hard,91,9,1,724.301
1,hard,91,10,1,381.897
1,hard,92,1,1,568.606
1,hard,92,2,0,250.94
1,hard,92,3,0,413.34
1,hard,92,4,0,273.868
1,hard,92,5,1,299.043
1,hard,92,6,0,485.508
1,hard,92,7,1,611.197
1,hard,92,8,0,411.89
1,hard,92,9,0,820.872
1,hard,92,10,0,364.519
1,hard,93,1,1,602.523
1,hard,93,2,0,270.532
1,hard,93,3,0,423.059
1,hard,93,4,1,245.001
1,hard,93,5,0,383.259
1,hard,93,6,0,480.643
1,hard,93,7,1,547.852
1,hard,93,8,0,435.446
1,hard,93,9,1,888.647
1,hard,93,10,1,287.165
1,hard,94,1,1,747.403
1,hard,94,2,0,281.128
1,hard,94,3,1,355.887
1,hard,94,4,1,217.531
1,hard,94,5,0,360.579
1,hard,94,6,0,384.532
1,hard,94,7,1,688.132
1,hard,94,8,0,363.556
1,hard,94,9,1,841.87
1,hard,94,10,0,416.035
1,hard,95,1,1,672.451
1,hard,95,2,0,274.805
1,hard,95,3,1,324.149
1,hard,95,4,0,362.187
1,hard,95,5,0,433.352
1,hard,95,6,0,395.246
1,hard,95,7,1,668.024
1,hard,95,8,0,375.848
1,hard,95,9,1,876.195
1,hard,95,10,1,320.891
1,hard,96,1,1,654.247
1,hard,96,2,0,287.049
1,hard,96,3,1,353.699
1,hard,96,4,1,209.933
1,hard,96,5,1,321.327
1,hard,96,6,1,339.282
1,hard,96,7,1,599.611
1,hard,96,8,0,445.46
1,hard,96,9,1,733.911
1,hard,96,10,1,344.103
1,hard,97,1,1,696.785
1,hard,97,2,0,254.221
1,hard,97,3,1,355.776
1,hard,97,4,1,245.094
1,hard,97,5,0,378.179
1,hard,97,6,0,403.716
1,hard,97,7,1,570.395
1,hard,97,8,0,380.916
1,hard,97,9,1,776.436
1,hard,97,10,1,342.324
1,hard,98,1,1,679.601
1,hard,98,2,0,253.644
1,hard,98,3,0,439.992
1,hard,98,4,1,260.3
1,hard,98,5,0,426.478
1,hard,98,6,0,464.591
1,hard,98,7,1,627.496
1,hard,98,8,0,455.977
1,hard,98,9,1,831.12
1,hard,98,10,1,282.87
1,hard,99,1,1,618.21
1,hard,99,2,0,284.164
1,hard,99,3,0,510.912
1,hard,99,4,1,230.44
1,hard,99,5,0,426.068
1,hard,99,6,0,425.152
1,hard,99,7,1,526.82
1,hard,99,8,0,346.1
1,hard,99,9,1,834.293
1,hard,99,10,1,376.073
1,hard,100,1,1,625.214
1,hard,100,2,0,258.098
1,hard,100,3,0,468.671
1,hard,100,4,0,312.971
1,hard,100,5,0,375.749
1,hard,100,6,1,399.065
1,hard,100,7,1,652.288
1,hard,100,8,0,348.339
1,hard,100,9,1,810.966
1,hard,100,10,0,439.663
1,hard,101,1,0,723.07
1,hard,101,2,0,266.906
1,hard,101,3,0,443.174
1,hard,101,4,1,250.746
1,hard,101,5,1,329.666
1,hard,101,6,0,516.673
1,hard,101,7,1,613.669
1,hard,101,8,0,432.167
1,hard,101,9,1,841.601
1,hard,101,10,1,396.831
1,hard,102,1,1,804.91
1,hard,102,2,0,347.062
1,hard,102,3,0,440.406
1,hard,102,4,0,321.576
1,hard,102,5,1,275.89
1,hard,102,6,1,342.072
1,hard,102,7,0,752.786
1,hard,102,8,0,443.583
1,hard,102,9,1,752.999
1,hard,102,10,1,358.085
1,hard,103,1,1,710.561
1,hard,103,2,0,297.899
1,hard,103,3,0,473.357
1,hard,103,4,1,217.286
1,hard,103,5,0,414.815
1,hard,103,6,0,483.649
1,hard,103,7,0,651.779
1,hard,103,8,0,378.566
1,hard,103,9,1,698.805
1,hard,103,10,1,337.071
1,hard,104,1,1,595.66
1,hard,104,2,0,261.779
1,hard,104,3,1,354.398
1,hard,104,4,1,201.365
1,hard,104,5,0,386.599
1,hard,104,6,0,471.902
1,hard,104,7,1,548.526
1,hard,104,8,0,315.838
1,hard,104,9,1,754.177
1,hard,104,10,1,271.545
1,hard,105,1,1,643.489
1,hard,105,2,0,295.536
1,hard,105,3,1,311.667
1,hard,105,4,0,310.291
1,hard,105,5,1,351.655
1,hard,105,6,0,474.017
1,hard,105,7,1,688.615
1,hard,105,8,0,432.508
1,hard,105,9,1,743.032
1,hard,105,10,1,306.3
1,hard,106,1,1,662.315
1,hard,106,2,0,283.537
1,hard,106,3,1,409.257
1,hard,106,4,1,268.715
1,hard,106,5,0,420.156
1,hard,106,6,0,419.192
1,hard,106,7,1,521.258
1,hard,106,8,0,462.697
1,hard,106,9,0,875.437
1,hard,106,10,1,319.717
1,hard,107,1,1,742.236
1,hard,107,2,0,321.283
1,hard,107,3,1,297.708
1,hard,107,4,0,342.141
1,hard,107,5,1,344.382
1,hard,107,6,0,562.988
1,hard,107,7,1,559.42
1,hard,107,8,0,431.352
1,hard,107,9,1,700.041
1,hard,107,10,0,423.111
1,hard,108,1,1,576.57
1,hard,108,2,0,226.998
1,hard,108,3,1,324.915
1,hard,108,4,1,236.357
1,hard,108,5,0,335.966
1,hard,108,6,0,410.729
1,hard,108,7,0,752.266
1,hard,108,8,0,389.082
1,hard,108,9,1,758.448
1,hard,108,10,1,331.467
1,hard,109,1,1,617.961
1,hard,109,2,1,193.743
1,hard,109,3,1,314.169
1,hard,109,4,0,313.611
1,hard,109,5,1,375.214
1,hard,109,6,1,376.172
1,hard,109,7,1,549.201
1,hard,109,8,0,360.746
1,hard,109,9,1,733.185
1,hard,109,10,1,357.726
1,hard,110,1,1,642.136
1,hard,110,2,1,192.386
1,hard,110,3,0,385.299
1,hard,110,4,0,294.751
1,hard,110,5,1,296.211
1,hard,110,6,0,369.364
1,hard,110,7,1,571.929
1,hard,110,8,0,318.795
1,hard,110,9,0,960.264
1,hard,110,10,1,341.54
1,hard,111,1,1,692.642
1,hard,111,2,0,256.938
1,hard,111,3,0,437.881
1,hard,111,4,0,262.982
1,hard,111,5,1,296.28
1,hard,111,6,0,387.727
1,hard,111,7,1,668.296
1,hard,111,8,0,360.85
1,hard,111,9,1,785.296
1,hard,111,10,0,519.31
1,hard,112,1,1,588.193
1,hard,112,2,0,221.487
1,hard,112,3,1,318.972
1,hard,112,4,0,348.018
1,hard,112,5,1,337.874
1,hard,112,6,0,423.232
1,hard,112,7,1,538.858
1,hard,112,8,0,389.903
1,hard,112,9,1,655.757
1,hard,112,10,1,333.555
1,hard,113,1,1,714.855
1,hard,113,2,0,308.553
1,hard,113,3,0,377.358
1,hard,113,4,0,346.343
1,hard,113,5,1,344.455
1,hard,113,6,0,440.176
1,hard,113,7,1,704.675
1,hard,113,8,0,366.701
1,hard,113,9,1,757.911
1,hard,113,10,0,406.923
1,hard,114,1,1,558.834
1,hard,114,2,0,275.122
1,hard,114,3,1,357.553
1,hard,114,4,1,237.839
1,hard,114,5,0,375.157
1,hard,114,6,0,436.915
1,hard,114,7,1,583.01
1,hard,114,8,0,355.066
1,hard,114,9,0,1010.007
1,hard,114,10,0,362.123
1,hard,115,1,1,666.878
1,hard,115,2,0,328.881
1,hard,115,3,1,427.186
1,hard,115,4,1,270.71
1,hard,115,5,0,388.552
1,hard,115,6,0,445.765
1,hard,115,7,1,745.624
1,hard,115,8,0,355.366
1,hard,115,9,0,936.155
1,hard,115,10,0,462.557
1,hard,116,1,1,775.392
1,hard,116,2,0,278.048
1,hard,116,3,1,297.942
1,hard,116,4,1,263.426
1,hard,116,5,0,430.028
1,hard,116,6,0,512.085
1,hard,116,7,1,627.987
1,hard,116,8,0,440.45
1,hard,116,9,1,663.351
1,hard,116,10,1,331.017
1,hard,117,1,1,693.333
1,hard,117,2,0,299.007
1,hard,117,3,1,342.094
1,hard,117,4,0,326.524
1,hard,117,5,1,311.13
1,hard,117,6,0,398.85
1,hard,117,7,1,744.937
1,hard,117,8,0,390.263
1,hard,117,9,1,674.946
1,hard,117,10,0,583.915
1,hard,118,1,0,715.845
1,hard,118,2,0,274.351
1,hard,118,3,1,364.989
1,hard,118,4,1,246.754
1,hard,118,5,1,271.63
1,hard,118,6,1,430.55
1,hard,118,7,1,596.88
1,hard,118,8,0,430.695
1,hard,118,9,0,806.899
1,hard,118,10,1,441.556
1,hard,119,1,1,597.755
1,hard,119,2,0,326.109
1,hard,119,3,0,423.167
1,hard,119,4,0,358.972
1,hard,119,5,1,282.278
1,hard,119,6,0,394.383
1,hard,119,7,1,551.589
1,hard,119,8,0,494.999
1,hard,119,9,1,725.246
1,hard,119,10,1,336.054
1,hard,120,1,0,870.005
1,hard,120,2,0,329.006
